call_id,date,technician_id,machine_id,issue_type,duration_hours
C05418,2023-11-29,T153,M1594,Mechanical Failure,5.36
C05419,2024-06-05,T822,M4773,Sensor Replacement,1.27
C05420,2023-01-24,T978,M159,Sensor Replacement,2.89
C05421,2023-01-29,T571,M2453,Electrical Fault,3.09
C05422,2023-06-16,T639,M4192,Mechanical Failure,5.75
C05423,2024-05-21,T429,M746,Inspection,5.74
C05424,2023-01-14,T644,M3821,Software Update,0.12
C05425,2024-05-30,T998,M4531,Routine Maintenance,4.5
C05426,2024-02-29,T425,M3177,Electrical Fault,0.01
C05427,2023-02-23,T263,M2682,Software Update,1.32
C05428,2023-04-15,T839,M4507,Mechanical Failure,1.52
C05429,2023-08-23,T161,M503,Software Update,2.29
C05430,2024-04-01,T882,M4683,Software Update,2.07
C05431,2024-02-16,T614,M3752,Mechanical Failure,3.44
C05432,2024-02-11,T136,M3527,Calibration,0.42
C05433,2023-02-04,T644,M4358,Routine Maintenance,1.25
C05434,2023-09-07,T938,M1753,Calibration,1.75
C05435,2024-03-07,T010,M3607,Mechanical Failure,0.15
C05436,2024-02-19,T345,M1748,Sensor Replacement,6.34
C05437,2024-06-12,T827,M1259,Calibration,1.21
C05438,2024-03-31,T176,M2233,Mechanical Failure,2.04
C05439,2023-01-03,T875,M3058,Inspection,0.36
C05440,2024-01-08,T667,M2801,Electrical Fault,0.8
C05441,2024-02-02,T734,M101,Software Update,6.14
C05442,2023-08-31,T360,M3643,Calibration,0.33
C05443,2023-05-05,T826,M2002,Calibration,0.73
C05444,2023-09-26,T692,M1183,Inspection,0.28
C05445,2023-04-08,T184,M3113,Emergency Repair,3.23
C05446,2024-04-09,T741,M4127,Calibration,0.05
C05447,2023-11-02,T106,M3024,Software Update,1.08
C05448,2023-10-13,T658,M4632,Mechanical Failure,2.08
C05449,2023-01-09,T586,M3309,Software Update,0.39
C05450,2023-12-23,T983,M4063,Sensor Replacement,1.02
C05451,2024-01-27,T499,M2234,Inspection,2.03
C05452,2023-01-27,T304,M3523,Emergency Repair,3.54
C05453,2023-10-05,T211,M1165,Sensor Replacement,0.56
C05454,2023-05-21,T154,M4122,Routine Maintenance,5.74
C05455,2024-06-19,T252,M1531,Mechanical Failure,1.97
C05456,2023-06-11,T824,M1847,Emergency Repair,0.05
C05457,2024-05-15,T973,M350,Emergency Repair,1.37
C05458,2023-01-30,T491,M3868,Software Update,1.1
C05459,2024-04-20,T389,M1709,Routine Maintenance,2.08
C05460,2023-06-16,T338,M3986,Inspection,0.16
C05461,2024-06-26,T356,M4098,Inspection,0.32
C05462,2023-03-24,T017,M3228,Electrical Fault,4.63
C05463,2024-01-05,T648,M1436,Software Update,0.66
C05464,2023-02-28,T340,M1566,Software Update,2.05
C05465,2024-06-14,T289,M1213,Emergency Repair,1.25
C05466,2023-05-31,T718,M4606,Software Update,0.27
C05467,2023-03-14,T348,M1968,Sensor Replacement,3.49
C05468,2023-11-22,T717,M875,Routine Maintenance,0.44
C05469,2024-01-01,T221,M4188,Sensor Replacement,6.74
C05470,2023-03-18,T321,M778,Mechanical Failure,1.74
C05471,2023-02-19,T896,M627,Electrical Fault,2.6
C05472,2023-06-14,T923,M3744,Emergency Repair,0.56
C05473,2024-05-29,T392,M4732,Calibration,1.06
C05474,2023-10-05,T123,M3613,Mechanical Failure,0.71
C05475,2024-04-05,T641,M2118,Sensor Replacement,2.37
C05476,2023-11-28,T207,M4403,Sensor Replacement,5.27
C05477,2024-01-17,T160,M1813,Mechanical Failure,1.29
C05478,2023-10-12,T656,M2043,Calibration,0.57
C05479,2024-04-16,T020,M3827,Emergency Repair,1.27
C05480,2024-05-26,T431,M2105,Software Update,2.71
C05481,2024-06-21,T224,M2099,Software Update,3.91
C05482,2023-10-07,T721,M721,Electrical Fault,1.93
C05483,2023-02-11,T097,M1597,Emergency Repair,1.06
C05484,2023-05-14,T271,M1064,Electrical Fault,2.66
C05485,2023-02-15,T136,M1268,Emergency Repair,1.37
C05486,2023-10-31,T059,M4366,Routine Maintenance,1.8
C05487,2023-10-02,T216,M3712,Routine Maintenance,0.09
C05488,2024-01-07,T611,M618,Sensor Replacement,1.75
C05489,2024-05-14,T582,M2493,Emergency Repair,4.5
C05490,2023-02-25,T013,M1857,Emergency Repair,3.77
C05491,2023-08-21,T349,M1136,Emergency Repair,0.83
C05492,2023-12-21,T106,M3890,Sensor Replacement,0.44
C05493,2023-12-27,T649,M4187,Inspection,1.66
C05494,2023-01-19,T169,M4628,Electrical Fault,0.7
C05495,2023-11-16,T558,M2743,Sensor Replacement,2.62
C05496,2024-02-21,T388,M4118,Routine Maintenance,1.47
C05497,2024-05-09,T206,M4772,Routine Maintenance,1.17
C05498,2023-05-17,T707,M2823,Electrical Fault,2.5
C05499,2023-04-11,T053,M4271,Calibration,0.17
C05500,2023-12-24,T586,M4433,Mechanical Failure,3.68
C05501,2023-06-12,T852,M4378,Calibration,3.24
C05502,2024-03-28,T238,M1107,Electrical Fault,0.25
C05503,2024-02-18,T487,M3995,Sensor Replacement,0.76
C05504,2023-08-18,T067,M878,Emergency Repair,2.47
C05505,2024-04-05,T875,M190,Calibration,1.61
C05506,2024-05-30,T203,M1704,Software Update,2.89
C05507,2023-02-09,T714,M1810,Mechanical Failure,7.01
C05508,2023-02-16,T053,M062,Emergency Repair,0.21
C05509,2023-11-16,T125,M4457,Software Update,1.3
C05510,2024-03-17,T170,M3443,Software Update,2.56
C05511,2024-06-02,T535,M1380,Inspection,3.7
C05512,2023-12-17,T473,M3796,Software Update,2.75
C05513,2023-09-14,T443,M3781,Inspection,0.77
C05514,2023-08-09,T680,M899,Mechanical Failure,0.91
C05515,2023-10-22,T306,M528,Calibration,1.3
C05516,2023-12-13,T971,M4945,Calibration,3.5
C05517,2024-01-26,T903,M3223,Mechanical Failure,1.5
C05518,2023-01-07,T973,M308,Inspection,8.75
C05519,2024-05-09,T184,M3693,Calibration,4.85
C05520,2024-05-20,T447,M3032,Calibration,0.02
C05521,2023-01-21,T837,M4633,Software Update,0.64
C05522,2023-06-22,T254,M3817,Inspection,0.1
C05523,2024-03-03,T438,M3416,Sensor Replacement,3.88
C05524,2023-05-28,T709,M2105,Emergency Repair,0.6
C05525,2024-03-31,T056,M930,Routine Maintenance,0.01
C05526,2024-06-26,T893,M3072,Routine Maintenance,7.21
C05527,2023-12-16,T303,M3664,Routine Maintenance,1.43
C05528,2024-03-24,T062,M941,Emergency Repair,0.99
C05529,2024-04-27,T843,M4127,Routine Maintenance,1.35
C05530,2024-03-15,T939,M2156,Routine Maintenance,1.53
C05531,2023-02-17,T480,M1523,Routine Maintenance,2.39
C05532,2024-06-30,T112,M959,Routine Maintenance,0.15
C05533,2024-05-24,T720,M3751,Sensor Replacement,0.22
C05534,2023-01-06,T550,M248,Emergency Repair,0.14
C05535,2023-09-27,T644,M1986,Emergency Repair,3.29
C05536,2023-01-07,T824,M080,Electrical Fault,2.01
C05537,2024-06-19,T207,M4886,Inspection,0.66
C05538,2023-06-14,T784,M936,Sensor Replacement,0.29
C05539,2024-03-25,T464,M3036,Software Update,2.75
C05540,2024-03-05,T682,M1880,Emergency Repair,2.8
C05541,2023-12-19,T718,M4411,Inspection,1.55
C05542,2023-12-18,T699,M2115,Electrical Fault,1.66
C05543,2023-06-05,T831,M2856,Inspection,1.19
C05544,2023-04-06,T858,M3824,Inspection,0.95
C05545,2024-02-28,T060,M4313,Mechanical Failure,0.67
C05546,2024-02-04,T008,M2150,Mechanical Failure,4.02
C05547,2024-04-20,T705,M3871,Emergency Repair,1.12
C05548,2024-06-29,T598,M3952,Sensor Replacement,2.14
C05549,2023-04-29,T478,M806,Emergency Repair,0.16
C05550,2023-07-06,T810,M4858,Calibration,8.46
C05551,2023-03-25,T883,M1588,Electrical Fault,2.55
C05552,2023-04-17,T172,M901,Inspection,0.15
C05553,2024-05-25,T296,M4206,Inspection,0.02
C05554,2023-12-28,T073,M1941,Emergency Repair,7.8
C05555,2024-01-26,T756,M3110,Software Update,1.53
C05556,2023-03-07,T065,M4606,Inspection,2.17
C05557,2023-05-21,T718,M3972,Mechanical Failure,2.49
C05558,2023-04-02,T359,M3491,Inspection,0.01
C05559,2023-04-23,T839,M4086,Sensor Replacement,0.72
C05560,2023-12-27,T622,M1531,Software Update,1.85
C05561,2023-02-08,T283,M3603,Mechanical Failure,0.12
C05562,2023-02-25,T324,M3757,Software Update,0.96
C05563,2024-04-03,T451,M2697,Software Update,2.9
C05564,2023-04-24,T326,M1248,Inspection,0.11
C05565,2023-05-24,T926,M4462,Mechanical Failure,1.72
C05566,2023-07-22,T391,M2511,Sensor Replacement,0.24
C05567,2023-10-15,T027,M1680,Software Update,1.45
C05568,2023-04-30,T476,M4578,Software Update,1.38
C05569,2023-01-28,T774,M4645,Sensor Replacement,2.79
C05570,2024-01-22,T214,M1414,Mechanical Failure,6.15
C05571,2024-05-15,T996,M2560,Calibration,0.47
C05572,2024-04-13,T688,M529,Sensor Replacement,2.34
C05573,2024-05-07,T993,M3776,Inspection,5.03
C05574,2023-08-05,T520,M1198,Inspection,1.53
C05575,2024-03-27,T358,M4549,Calibration,3.68
C05576,2024-04-09,T223,M513,Software Update,0.1
C05577,2023-05-18,T039,M3142,Electrical Fault,1.15
C05578,2024-04-23,T731,M1390,Calibration,0.03
C05579,2024-04-20,T307,M1059,Software Update,0.79
C05580,2023-02-06,T954,M3987,Emergency Repair,4.23
C05581,2024-06-25,T931,M4862,Inspection,0.19
C05582,2024-05-30,T901,M4608,Sensor Replacement,1.39
C05583,2023-11-03,T599,M724,Electrical Fault,7.92
C05584,2023-09-16,T327,M781,Routine Maintenance,2.18
C05585,2023-04-27,T340,M169,Sensor Replacement,2.13
C05586,2024-04-30,T793,M1870,Emergency Repair,3.21
C05587,2023-09-10,T435,M627,Mechanical Failure,3.5
C05588,2023-12-28,T649,M4682,Routine Maintenance,5.2
C05589,2023-03-11,T013,M4875,Emergency Repair,0.59
C05590,2023-09-29,T719,M1976,Sensor Replacement,0.12
C05591,2023-04-17,T930,M1551,Routine Maintenance,0.35
C05592,2023-12-24,T766,M3277,Electrical Fault,2.84
C05593,2024-01-28,T299,M3020,Software Update,7.01
C05594,2024-05-17,T079,M2650,Routine Maintenance,5.29
C05595,2023-01-11,T202,M3348,Inspection,1.97
C05596,2023-04-23,T443,M2053,Sensor Replacement,2.27
C05597,2024-06-21,T115,M2248,Mechanical Failure,0.66
C05598,2024-01-07,T324,M3503,Routine Maintenance,3.23
C05599,2023-03-30,T775,M3759,Emergency Repair,5.48
C05600,2023-01-31,T130,M2962,Sensor Replacement,1.6
C05601,2024-05-14,T382,M4579,Inspection,0.26
C05602,2023-05-01,T364,M4257,Sensor Replacement,0.26
C05603,2024-02-05,T059,M3312,Routine Maintenance,2.07
C05604,2023-04-17,T787,M346,Inspection,1.78
C05605,2023-11-29,T794,M4624,Software Update,3.0
C05606,2023-12-27,T840,M3995,Calibration,2.81
C05607,2023-02-07,T016,M140,Sensor Replacement,2.5
C05608,2023-04-10,T672,M2918,Mechanical Failure,5.04
C05609,2023-12-23,T345,M690,Sensor Replacement,4.22
C05610,2023-07-29,T909,M3817,Mechanical Failure,3.9
C05611,2024-06-13,T524,M4049,Electrical Fault,0.43
C05612,2024-04-12,T394,M793,Software Update,0.02
C05613,2024-06-12,T196,M2383,Electrical Fault,8.22
C05614,2024-06-12,T997,M3621,Electrical Fault,2.43
C05615,2023-02-24,T182,M157,Emergency Repair,0.64
C05616,2024-02-27,T841,M2512,Routine Maintenance,1.82
C05617,2023-11-29,T459,M4147,Emergency Repair,2.87
C05618,2024-02-04,T771,M756,Electrical Fault,3.26
C05619,2023-10-01,T998,M2600,Sensor Replacement,7.91
C05620,2024-02-24,T317,M4129,Calibration,0.47
C05621,2024-05-02,T530,M813,Mechanical Failure,0.69
C05622,2023-11-11,T118,M3942,Emergency Repair,0.56
C05623,2023-05-30,T760,M4018,Sensor Replacement,1.52
C05624,2023-06-19,T506,M3120,Electrical Fault,5.12
C05625,2023-07-23,T137,M3208,Inspection,1.0
C05626,2024-02-19,T729,M2633,Inspection,1.04
C05627,2024-05-19,T530,M154,Emergency Repair,0.11
C05628,2023-09-12,T796,M3158,Emergency Repair,1.65
C05629,2024-01-12,T499,M2541,Inspection,0.18
C05630,2023-11-02,T763,M3948,Inspection,0.34
C05631,2024-04-17,T150,M754,Electrical Fault,2.91
C05632,2023-04-06,T495,M948,Electrical Fault,1.66
C05633,2023-11-20,T863,M1249,Electrical Fault,0.78
C05634,2024-06-23,T850,M3375,Mechanical Failure,1.77
C05635,2023-01-11,T601,M2363,Sensor Replacement,0.67
C05636,2024-03-21,T279,M1725,Inspection,1.27
C05637,2024-05-13,T987,M2664,Software Update,0.14
C05638,2023-06-25,T367,M4172,Mechanical Failure,0.48
C05639,2023-11-07,T041,M406,Routine Maintenance,3.9
C05640,2023-04-14,T195,M804,Electrical Fault,1.1
C05641,2023-06-12,T597,M613,Routine Maintenance,1.68
C05642,2024-05-16,T896,M1904,Calibration,1.29
C05643,2023-05-26,T001,M1973,Routine Maintenance,0.19
C05644,2024-04-23,T921,M3152,Sensor Replacement,0.96
C05645,2023-07-19,T808,M3998,Electrical Fault,2.06
C05646,2023-03-27,T590,M4098,Sensor Replacement,0.15
C05647,2023-09-26,T574,M1548,Electrical Fault,3.3
C05648,2023-02-17,T378,M1771,Mechanical Failure,0.74
C05649,2023-02-16,T190,M3262,Routine Maintenance,0.82
C05650,2024-06-11,T778,M311,Calibration,4.89
C05651,2023-09-26,T137,M4972,Sensor Replacement,0.28
C05652,2024-02-22,T337,M1964,Mechanical Failure,4.6
C05653,2023-06-08,T517,M3880,Inspection,0.85
C05654,2024-01-22,T110,M1710,Software Update,4.91
C05655,2024-03-24,T313,M4490,Calibration,2.03
C05656,2023-10-31,T071,M2613,Routine Maintenance,4.16
C05657,2024-02-16,T984,M4597,Electrical Fault,2.61
C05658,2023-04-09,T316,M1264,Routine Maintenance,1.05
C05659,2024-04-25,T484,M1345,Software Update,1.72
C05660,2024-06-25,T890,M010,Calibration,1.34
C05661,2023-02-08,T558,M4379,Calibration,1.31
C05662,2023-09-04,T775,M3906,Software Update,0.73
C05663,2023-01-05,T640,M4026,Routine Maintenance,6.23
C05664,2023-06-27,T937,M3953,Sensor Replacement,1.39
C05665,2023-01-26,T958,M1533,Inspection,0.95
C05666,2024-02-16,T215,M463,Sensor Replacement,2.8
C05667,2023-01-12,T448,M4573,Calibration,2.91
C05668,2023-04-21,T980,M697,Calibration,12.27
C05669,2023-03-23,T967,M4381,Calibration,0.52
C05670,2023-10-23,T331,M3208,Calibration,3.04
C05671,2023-12-05,T572,M3551,Sensor Replacement,2.22
C05672,2024-03-19,T184,M3129,Sensor Replacement,0.69
C05673,2023-12-28,T894,M1123,Calibration,4.11
C05674,2023-09-05,T092,M3048,Electrical Fault,0.17
C05675,2023-08-14,T554,M2575,Sensor Replacement,8.46
C05676,2023-07-06,T749,M4899,Mechanical Failure,3.73
C05677,2023-09-04,T202,M4587,Software Update,2.21
C05678,2024-02-06,T246,M4521,Calibration,5.01
C05679,2023-06-18,T895,M980,Sensor Replacement,3.99
C05680,2023-07-17,T508,M3670,Calibration,4.62
C05681,2023-08-03,T744,M3657,Software Update,0.38
C05682,2023-05-21,T715,M1528,Software Update,0.5
C05683,2023-08-15,T179,M322,Calibration,2.2
C05684,2023-07-11,T513,M3307,Electrical Fault,0.58
C05685,2023-10-07,T898,M269,Inspection,5.21
C05686,2024-06-22,T315,M3399,Routine Maintenance,4.5
C05687,2024-01-19,T097,M3609,Electrical Fault,0.68
C05688,2023-10-19,T792,M2363,Electrical Fault,11.51
C05689,2024-04-04,T517,M1314,Mechanical Failure,4.14
C05690,2023-11-04,T876,M2148,Emergency Repair,0.08
C05691,2024-06-10,T420,M4314,Electrical Fault,0.87
C05692,2023-02-24,T240,M293,Sensor Replacement,1.17
C05693,2024-04-06,T748,M3079,Software Update,1.82
C05694,2023-02-14,T651,M961,Calibration,3.98
C05695,2023-10-01,T783,M4922,Calibration,1.31
C05696,2023-03-26,T265,M2393,Electrical Fault,0.88
C05697,2023-12-24,T346,M290,Emergency Repair,0.03
C05698,2023-02-25,T132,M4697,Emergency Repair,2.73
C05699,2023-12-06,T626,M4405,Calibration,1.25
C05700,2023-12-13,T632,M1059,Electrical Fault,4.23
C05701,2023-05-12,T778,M3089,Inspection,2.76
C05702,2023-02-20,T119,M3262,Inspection,4.12
C05703,2024-02-26,T847,M3336,Electrical Fault,0.94
C05704,2023-08-29,T667,M2864,Sensor Replacement,0.78
C05705,2023-09-03,T944,M243,Electrical Fault,0.34
C05706,2024-03-07,T082,M4407,Inspection,0.39
C05707,2024-06-06,T711,M1089,Software Update,4.66
C05708,2023-05-30,T114,M3133,Software Update,8.48
C05709,2023-11-25,T476,M3513,Routine Maintenance,0.74
C05710,2024-03-21,T928,M143,Sensor Replacement,0.91
C05711,2024-06-01,T820,M3978,Calibration,2.62
C05712,2023-04-17,T577,M4666,Calibration,0.75
C05713,2023-04-09,T160,M1941,Mechanical Failure,2.66
C05714,2024-03-30,T668,M4578,Emergency Repair,4.98
C05715,2023-02-06,T170,M3799,Sensor Replacement,5.63
C05716,2023-03-04,T211,M2252,Software Update,1.41
C05717,2023-10-15,T463,M2968,Software Update,0.25
C05718,2024-03-08,T303,M1263,Emergency Repair,0.12
C05719,2024-03-26,T539,M1876,Calibration,0.62
C05720,2023-03-10,T798,M3169,Mechanical Failure,0.53
C05721,2023-11-21,T092,M1033,Emergency Repair,1.16
C05722,2023-02-26,T715,M2928,Software Update,0.13
C05723,2023-06-18,T841,M1921,Sensor Replacement,4.82
C05724,2023-12-28,T178,M576,Calibration,0.36
C05725,2024-04-10,T066,M2684,Mechanical Failure,3.68
C05726,2023-12-05,T288,M2974,Calibration,4.76
C05727,2023-11-26,T115,M3214,Sensor Replacement,1.16
C05728,2023-09-28,T370,M3317,Electrical Fault,3.44
C05729,2024-05-27,T536,M3968,Sensor Replacement,2.0
C05730,2023-10-17,T044,M138,Emergency Repair,1.24
C05731,2023-03-19,T733,M4605,Calibration,0.3
C05732,2023-02-23,T809,M1854,Calibration,1.19
C05733,2023-10-29,T733,M1955,Inspection,6.36
C05734,2023-11-24,T066,M2233,Calibration,0.03
C05735,2023-03-08,T358,M3454,Sensor Replacement,1.19
C05736,2023-09-13,T043,M3123,Software Update,2.34
C05737,2023-05-21,T553,M920,Sensor Replacement,3.2
C05738,2023-03-13,T447,M1445,Inspection,4.75
C05739,2023-07-03,T911,M2994,Routine Maintenance,0.44
C05740,2023-11-26,T240,M1185,Electrical Fault,1.73
C05741,2023-02-06,T298,M332,Software Update,0.75
C05742,2023-06-23,T502,M108,Routine Maintenance,2.57
C05743,2024-04-22,T107,M3996,Sensor Replacement,11.13
C05744,2023-01-14,T321,M1331,Inspection,2.83
C05745,2024-03-08,T785,M062,Emergency Repair,0.09
C05746,2023-01-25,T908,M3202,Software Update,2.55
C05747,2024-04-27,T389,M1153,Inspection,6.55
C05748,2023-11-13,T332,M464,Sensor Replacement,9.45
C05749,2023-08-09,T293,M545,Calibration,0.53
C05750,2023-08-13,T158,M359,Software Update,7.16
C05751,2023-10-28,T698,M4097,Sensor Replacement,0.91
C05752,2024-01-25,T994,M3740,Emergency Repair,0.82
C05753,2023-01-06,T368,M4967,Mechanical Failure,0.93
C05754,2023-11-11,T060,M4967,Electrical Fault,0.56
C05755,2023-06-08,T193,M4906,Routine Maintenance,3.04
C05756,2023-12-11,T592,M1451,Emergency Repair,0.18
C05757,2023-11-13,T923,M068,Electrical Fault,0.86
C05758,2024-01-11,T138,M1419,Calibration,14.17
C05759,2023-09-01,T025,M2517,Emergency Repair,0.02
C05760,2024-01-19,T144,M1195,Calibration,3.18
C05761,2023-11-08,T381,M1294,Mechanical Failure,3.03
C05762,2023-02-03,T502,M3848,Inspection,0.15
C05763,2023-11-08,T731,M4104,Emergency Repair,3.89
C05764,2024-06-27,T494,M1254,Electrical Fault,7.55
C05765,2023-05-01,T445,M4828,Software Update,0.24
C05766,2023-05-25,T947,M029,Sensor Replacement,1.52
C05767,2024-03-05,T872,M2278,Sensor Replacement,1.49
C05768,2023-09-20,T223,M3995,Inspection,3.32
C05769,2023-03-16,T179,M4443,Software Update,4.98
C05770,2023-03-30,T664,M4459,Sensor Replacement,2.22
C05771,2024-02-20,T721,M1132,Calibration,5.13
C05772,2023-02-27,T231,M1047,Software Update,3.79
C05773,2024-02-09,T499,M1184,Calibration,7.15
C05774,2023-03-17,T960,M4530,Routine Maintenance,0.1
C05775,2023-09-20,T306,M499,Electrical Fault,8.94
C05776,2023-07-26,T963,M3567,Calibration,0.59
C05777,2023-03-23,T249,M2507,Routine Maintenance,3.76
C05778,2023-08-21,T286,M1028,Routine Maintenance,0.28
C05779,2023-08-27,T085,M2112,Software Update,0.68
C05780,2024-02-10,T664,M467,Software Update,13.01
C05781,2023-09-28,T515,M2258,Inspection,0.06
C05782,2024-02-22,T079,M956,Routine Maintenance,6.87
C05783,2023-09-21,T898,M1574,Sensor Replacement,0.55
C05784,2023-08-25,T502,M2886,Calibration,0.55
C05785,2023-10-27,T778,M4662,Routine Maintenance,1.56
C05786,2023-12-08,T151,M4259,Electrical Fault,5.99
C05787,2023-01-06,T719,M1072,Routine Maintenance,0.36
C05788,2023-12-21,T027,M166,Sensor Replacement,1.02
C05789,2024-03-11,T408,M498,Software Update,1.88
C05790,2024-01-07,T309,M2471,Routine Maintenance,0.74
C05791,2024-04-27,T703,M3481,Routine Maintenance,1.62
C05792,2023-03-25,T158,M2700,Software Update,3.2
C05793,2023-07-12,T499,M3850,Electrical Fault,6.97
C05794,2023-10-05,T189,M4202,Emergency Repair,0.84
C05795,2024-06-28,T671,M3284,Calibration,2.12
C05796,2024-01-06,T450,M3025,Electrical Fault,0.16
C05797,2024-06-21,T705,M3329,Software Update,0.9
C05798,2023-08-08,T736,M1393,Calibration,2.64
C05799,2024-02-01,T309,M4805,Routine Maintenance,0.91
C05800,2023-04-18,T698,M072,Emergency Repair,4.08
C05801,2023-06-15,T740,M227,Inspection,4.46
C05802,2023-01-16,T924,M1506,Software Update,1.11
C05803,2024-06-14,T801,M4660,Routine Maintenance,0.57
C05804,2024-04-24,T445,M2583,Inspection,3.68
C05805,2023-08-14,T898,M1120,Electrical Fault,1.49
C05806,2023-02-17,T574,M4752,Software Update,0.19
C05807,2024-03-08,T027,M1842,Inspection,3.47
C05808,2024-05-02,T936,M669,Mechanical Failure,1.15
C05809,2023-04-04,T755,M783,Inspection,0.08
C05810,2023-11-21,T046,M1523,Inspection,10.68
C05811,2024-01-27,T777,M4338,Electrical Fault,2.61
C05812,2024-04-14,T527,M1027,Calibration,5.86
C05813,2023-03-10,T775,M4755,Calibration,2.69
C05814,2023-11-13,T702,M3061,Software Update,1.26
C05815,2023-04-17,T426,M1804,Calibration,0.81
C05816,2023-03-01,T357,M416,Inspection,1.59
C05817,2023-01-18,T443,M016,Inspection,2.72
C05818,2024-05-18,T763,M4238,Sensor Replacement,4.5
C05819,2024-04-19,T256,M681,Routine Maintenance,0.38
C05820,2023-11-10,T083,M4876,Electrical Fault,2.46
