call_id,satisfaction_score,comment,feedback_delay_days
C06181,4,Communication could be better,1
C06182,5,Great Service.,2
C06183,2,Quick and efficient,1
C06184,3,Took longer than expected.,14
C06185,5,Took longer than expected.,0
C06186,5,Would appreciate faster response next time,0
C06187,4,Great Service.,14
C06188,5,Took longer than expected.,1
C06189,5,Great Service.,14
C06190,5,Everything was fine,1
C06191,5,,3
C06192,4,Everything was fine,3
C06193,4,Issue still persists,1
C06194,5,,3
C06195,4,Great Service.,3
C06196,4,Everything was fine,0
C06197,5,Technician was very professional,2
C06198,4,Technician was very professional,3
C06199,2,Would appreciate faster response next time,1
C06200,3,Took longer than expected.,0
C06201,3,Great Service.,1
C06202,5,Resolved the issue quickly,1
C06203,3,Would appreciate faster response next time,1
C06204,4,Communication could be better,3
C06205,5,Resolved the issue quickly,5
C06206,5,Issue still persists,3
C06207,1,Resolved the issue quickly,1
C06208,3,Great Service.,14
C06209,4,Issue still persists,5
C06210,4,Issue still persists,7
C06211,5,Issue still persists,14
C06212,1,Quick and efficient,5
C06213,2,Quick and efficient,7
C06214,5,Technician was very professional,5
C06215,3,Technician was very professional,14
C06216,1,,0
C06217,5,,0
C06218,5,Great Service.,3
C06219,5,Would appreciate faster response next time,14
C06220,4,,0
C06221,4,Took longer than expected.,14
C06222,4,Resolved the issue quickly,7
C06223,4,Great Service.,1
C06224,4,Issue still persists,0
C06225,5,Would appreciate faster response next time,7
C06226,4,Communication could be better,14
C06227,5,Issue still persists,3
C06228,5,Would appreciate faster response next time,3
C06229,5,Great Service.,14
C06230,4,Took longer than expected.,3
C06231,5,Communication could be better,14
C06232,4,,5
C06233,4,Resolved the issue quickly,3
C06234,5,Issue still persists,0
C06235,5,Great Service.,3
C06236,4,Resolved the issue quickly,14
C06237,4,Communication could be better,3
C06238,5,Resolved the issue quickly,2
C06239,4,Resolved the issue quickly,14
C06240,3,,2
C06241,5,Would appreciate faster response next time,1
C06242,4,Issue still persists,7
C06243,2,Took longer than expected.,5
C06244,1,Everything was fine,2
C06245,5,Resolved the issue quickly,1
C06246,2,Communication could be better,3
C06247,3,Took longer than expected.,0
C06248,5,Resolved the issue quickly,2
C06249,2,Great Service.,14
C06250,2,Quick and efficient,1
C06251,5,Communication could be better,0
C06252,3,Would appreciate faster response next time,0
C06253,3,Great Service.,3
C06254,3,Issue still persists,1
C06255,3,Communication could be better,7
C06256,3,Communication could be better,14
C06257,5,Would appreciate faster response next time,7
C06258,5,Everything was fine,3
C06259,3,Took longer than expected.,2
C06260,5,Communication could be better,14
C06261,4,Technician was very professional,14
C06262,5,Great Service.,1
C06263,4,Resolved the issue quickly,2
C06264,4,Everything was fine,5
C06265,5,Great Service.,14
C06266,5,Quick and efficient,7
C06267,4,Technician was very professional,7
C06268,5,Resolved the issue quickly,5
C06269,2,Technician was very professional,2
C06270,5,Resolved the issue quickly,1
C06271,5,,14
C06272,3,Communication could be better,5
C06273,3,Communication could be better,2
C06274,5,Great Service.,3
C06275,4,Communication could be better,7
C06276,5,Would appreciate faster response next time,3
C06277,3,Great Service.,5
C06278,3,Communication could be better,14
C06279,3,Quick and efficient,5
C06280,5,Communication could be better,3
C06281,2,Would appreciate faster response next time,2
C06282,5,,0
C06283,4,,0
C06284,4,Everything was fine,5
C06285,3,,14
C06286,4,Technician was very professional,1
C06287,5,Resolved the issue quickly,5
C06288,2,Issue still persists,1
C06289,3,Everything was fine,2
C06290,5,Took longer than expected.,3
C06291,5,Technician was very professional,14
C06292,3,Technician was very professional,14
C06293,1,Issue still persists,3
C06294,5,,5
C06295,4,Took longer than expected.,3
C06296,3,Took longer than expected.,7
C06297,4,Great Service.,14
C06298,4,Resolved the issue quickly,0
C06299,2,,2
C06300,3,Resolved the issue quickly,5
C06301,5,Quick and efficient,2
C06302,4,Great Service.,7
C06303,5,Issue still persists,1
C06304,4,Communication could be better,0
C06305,5,Communication could be better,3
C06306,2,Everything was fine,3
C06307,4,Quick and efficient,2
C06308,4,Would appreciate faster response next time,0
C06309,3,Quick and efficient,3
C06310,5,Quick and efficient,0
C06311,5,Great Service.,0
C06312,2,Issue still persists,2
C06313,4,Technician was very professional,1
C06314,5,,0
C06315,3,Great Service.,2
C06316,4,,14
C06317,5,Quick and efficient,1
C06318,5,Everything was fine,5
C06319,4,Quick and efficient,7
C06320,5,Technician was very professional,14
C06321,5,Resolved the issue quickly,14
C06322,3,Everything was fine,7
C06323,3,Great Service.,7
C06324,5,,5
C06325,5,Communication could be better,14
C06326,2,Issue still persists,2
C06327,5,Took longer than expected.,0
C06328,3,Great Service.,14
C06329,4,Would appreciate faster response next time,14
C06330,3,Quick and efficient,3
C06331,5,Quick and efficient,1
C06332,5,Resolved the issue quickly,14
C06333,4,,2
C06334,5,Took longer than expected.,1
C06335,1,Would appreciate faster response next time,5
C06336,3,Took longer than expected.,1
C06337,5,Great Service.,14
C06338,4,Quick and efficient,14
C06339,5,Technician was very professional,0
C06340,5,Communication could be better,0
C06341,4,Took longer than expected.,5
C06342,5,Great Service.,7
C06343,5,,7
C06344,5,Technician was very professional,1
C06345,3,Everything was fine,1
C06346,5,Communication could be better,2
C06347,5,Quick and efficient,3
C06348,4,Issue still persists,3
C06349,3,Would appreciate faster response next time,5
C06350,3,Issue still persists,2
C06351,4,Everything was fine,14
C06352,5,Took longer than expected.,0
C06353,5,Communication could be better,1
C06354,4,Communication could be better,14
C06355,3,Everything was fine,0
C06356,1,Technician was very professional,3
C06357,1,Technician was very professional,2
C06358,5,Everything was fine,14
C06359,4,Everything was fine,3
C06360,5,Took longer than expected.,5
C06361,5,Quick and efficient,14
C06362,3,Resolved the issue quickly,2
C06363,4,Issue still persists,14
C06364,5,Issue still persists,2
C06365,3,Resolved the issue quickly,7
C06366,4,,3
C06367,3,Quick and efficient,3
C06368,5,Communication could be better,2
C06369,5,Technician was very professional,14
C06370,5,Issue still persists,3
C06371,5,Issue still persists,5
C06372,4,Quick and efficient,3
C06373,2,Took longer than expected.,2
C06374,4,Took longer than expected.,2
C06375,3,Took longer than expected.,7
C06376,5,,14
C06377,4,Communication could be better,3
C06378,5,Everything was fine,2
C06379,3,,7
C06380,4,Everything was fine,2
C06381,5,Resolved the issue quickly,1
C06382,5,Everything was fine,3
C06383,5,Quick and efficient,1
C06384,4,Technician was very professional,7
C06385,4,Great Service.,0
C06386,1,Issue still persists,2
C06387,5,Technician was very professional,2
C06388,4,Took longer than expected.,14
C06389,5,Great Service.,2
C06390,4,Issue still persists,0
C06391,3,,0
C06392,4,Would appreciate faster response next time,5
C06393,4,Quick and efficient,3
C06394,5,,2
C06395,4,,0
C06396,2,Communication could be better,0
C06397,3,Quick and efficient,5
C06398,3,Everything was fine,5
C06399,4,Resolved the issue quickly,5
C06400,5,Would appreciate faster response next time,2
C06401,5,Communication could be better,0
C06402,3,Took longer than expected.,14
C06403,4,Great Service.,3
C06404,5,Quick and efficient,0
C06405,5,Took longer than expected.,14
C06406,4,Everything was fine,2
C06407,4,Everything was fine,3
C06408,5,Great Service.,3
C06409,2,Would appreciate faster response next time,1
C06410,5,Communication could be better,5
C06411,5,Took longer than expected.,1
C06412,5,Great Service.,1
C06413,2,Quick and efficient,14
C06414,5,Communication could be better,0
C06415,3,Would appreciate faster response next time,5
C06416,5,Quick and efficient,14
C06417,5,Great Service.,0
C06418,3,Took longer than expected.,3
C06419,4,Resolved the issue quickly,5
C06420,5,,2
C06421,5,,7
C06422,2,Would appreciate faster response next time,1
C06423,5,Great Service.,2
C06424,2,,3
C06425,4,Communication could be better,0
C06426,4,Quick and efficient,2
C06427,1,Great Service.,0
C06428,5,Quick and efficient,3
C06429,5,,7
C06430,5,Would appreciate faster response next time,0
C06431,4,Would appreciate faster response next time,7
C06432,4,Quick and efficient,0
C06433,4,Technician was very professional,14
C06434,5,Communication could be better,7
C06435,5,Everything was fine,0
C06436,1,Would appreciate faster response next time,0
C06437,3,Great Service.,7
C06438,2,Everything was fine,5
C06439,4,,3
C06440,4,Great Service.,5
C06441,5,Issue still persists,5
C06442,3,Quick and efficient,7
C06443,4,Great Service.,2
C06444,5,Technician was very professional,5
C06445,1,Would appreciate faster response next time,5
C06446,4,Communication could be better,3
C06447,5,Everything was fine,3
C06448,5,Resolved the issue quickly,1
C06449,5,Everything was fine,3
C06450,4,,7
C06451,1,Communication could be better,3
C06452,5,Great Service.,1
C06453,4,Quick and efficient,14
C06454,5,,5
C06455,5,Resolved the issue quickly,14
C06456,5,Issue still persists,7
C06457,2,Technician was very professional,7
C06458,3,Communication could be better,1
C06459,3,Communication could be better,5
C06460,5,Quick and efficient,0
C06461,1,Would appreciate faster response next time,14
C06462,5,Would appreciate faster response next time,3
C06463,3,Technician was very professional,14
C06464,2,Resolved the issue quickly,7
C06465,5,Everything was fine,7
C06466,5,Quick and efficient,3
C06467,5,Great Service.,1
C06468,3,Resolved the issue quickly,0
C06469,4,Issue still persists,14
C06470,4,Issue still persists,14
C06471,3,Technician was very professional,5
C06472,4,Communication could be better,0
C06473,3,Technician was very professional,14
C06474,3,Quick and efficient,0
C06475,4,Communication could be better,3
C06476,3,Resolved the issue quickly,2
C06477,4,Issue still persists,2
C06478,5,Quick and efficient,2
C06479,5,Took longer than expected.,5
C06480,5,Issue still persists,5
C06481,5,Quick and efficient,5
C06482,3,,14
C06483,4,,7
C06484,5,Quick and efficient,0
C06485,5,Took longer than expected.,7
C06486,5,Great Service.,3
C06487,5,Everything was fine,1
C06488,2,Resolved the issue quickly,3
C06489,4,Quick and efficient,14
C06490,4,Technician was very professional,5
C06491,4,Would appreciate faster response next time,7
C06492,4,Took longer than expected.,14
C06493,2,Issue still persists,0
C06494,5,Would appreciate faster response next time,2
C06495,4,Took longer than expected.,0
C06496,5,Communication could be better,5
C06497,3,Everything was fine,2
C06498,4,Great Service.,7
C06499,3,Technician was very professional,7
C06500,4,Took longer than expected.,14
C06501,2,Everything was fine,0
C06502,4,Everything was fine,7
C06503,2,Took longer than expected.,3
C06504,2,Issue still persists,2
C06505,2,Great Service.,7
C06506,5,Everything was fine,2
C06507,4,Quick and efficient,1
C06508,2,Issue still persists,1
C06509,4,Would appreciate faster response next time,0
C06510,4,Issue still persists,14
C06511,3,,5
C06512,5,Great Service.,1
C06513,4,Communication could be better,2
C06514,4,Would appreciate faster response next time,2
C06515,5,Technician was very professional,1
C06516,1,Great Service.,1
C06517,5,Resolved the issue quickly,0
C06518,3,,1
C06519,4,Communication could be better,5
C06520,3,,5
C06521,2,Took longer than expected.,14
C06522,3,Communication could be better,7
C06523,3,Would appreciate faster response next time,1
C06524,5,Resolved the issue quickly,5
C06525,4,Took longer than expected.,5
C06526,5,Communication could be better,3
C06527,1,Technician was very professional,3
C06528,5,Communication could be better,2
C06529,2,Resolved the issue quickly,7
C06530,4,Took longer than expected.,14
C06531,5,Issue still persists,5
C06532,1,,5
C06533,4,Everything was fine,7
C06534,4,Took longer than expected.,14
C06535,5,Resolved the issue quickly,3
C06536,2,Issue still persists,1
C06537,2,Resolved the issue quickly,14
C06538,3,Great Service.,1
C06539,5,Technician was very professional,2
C06540,1,Issue still persists,5
C06541,3,Issue still persists,2
C06542,5,Resolved the issue quickly,3
C06543,5,,2
